2025-05-12 00:31:54,222 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-05-12 00:31:54,378 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-05-12 00:31:54,379 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-05-12 00:31:54,380 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-05-12 00:31:54,381 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-05-12 00:31:54,385 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-05-12 00:31:54,386 INFO  SwAddin.cs: 201 - Setting up command manager
2025-05-12 00:31:54,386 INFO  SwAddin.cs: 204 - Adding command manager
2025-05-12 00:31:54,388 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-05-12 00:31:54,389 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-05-12 00:31:54,390 INFO  SwAddin.cs: 210 - Adding event handlers
2025-05-12 00:31:54,391 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-05-12 00:35:18,145 INFO  SwAddin.cs: 294 - Assembly export called for file Polisher.SLDASM
2025-05-12 00:35:19,315 INFO  SwAddin.cs: 313 - Saving assembly
2025-05-12 00:35:19,414 INFO  SwAddin.cs: 316 - Opening property manager
2025-05-12 00:35:19,443 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Polisher.SLDASM
2025-05-12 00:35:19,450 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Polisher.SLDASM
2025-05-12 00:35:19,451 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Polisher.SLDASM
2025-05-12 00:35:19,455 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-05-12 00:35:19,479 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2025-05-12 00:35:19,480 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J0_Polish-1
2025-05-12 00:35:19,480 INFO  ExportHelperExtension.cs: 1136 - Found 29 in J0_Polish-1
2025-05-12 00:35:19,481 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J0_Polish-1
2025-05-12 00:35:19,481 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J1_Polish-1
2025-05-12 00:35:19,481 INFO  ExportHelperExtension.cs: 1136 - Found 34 in J1_Polish-1
2025-05-12 00:35:19,482 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J1_Polish-1
2025-05-12 00:35:19,482 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J5_Polish-1
2025-05-12 00:35:19,482 INFO  ExportHelperExtension.cs: 1136 - Found 25 in J5_Polish-1
2025-05-12 00:35:19,483 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J5_Polish-1
2025-05-12 00:35:19,483 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J3_Polish-1
2025-05-12 00:35:19,483 INFO  ExportHelperExtension.cs: 1136 - Found 36 in J3_Polish-1
2025-05-12 00:35:19,483 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J3_Polish-1
2025-05-12 00:35:19,484 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J4_Polish-1
2025-05-12 00:35:19,484 INFO  ExportHelperExtension.cs: 1136 - Found 35 in J4_Polish-1
2025-05-12 00:35:19,484 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J4_Polish-1
2025-05-12 00:35:19,485 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J2_Polish-1
2025-05-12 00:35:19,485 INFO  ExportHelperExtension.cs: 1136 - Found 39 in J2_Polish-1
2025-05-12 00:35:19,485 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in J2_Polish-1
2025-05-12 00:35:19,485 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Polisher.SLDASM
2025-05-12 00:35:19,486 INFO  ExportHelperExtension.cs: 1136 - Found 40 in Polisher.SLDASM
